Survived,Pclass,Name,Sex,Age,SibSp,Parch,Fare,Cabin,Embarked
0,0.8273772438659699,-0.7972939990362256,0.7376951317802901,-0.5574197642302201,0.4327933656785018,-0.4736736092984604,-0.5024451714361923,-0.4948127623039481,-0.5859541426526597
1,-1.5661069258891576,1.5379754064249083,-1.3555735383351195,0.6494100630604444,0.4327933656785018,-0.4736736092984604,0.7868452935884461,0.9602307070452852,1.942303199253005
1,0.8273772438659699,1.0709215253326814,-1.3555735383351195,-0.25571230740755396,-0.47454519624983954,-0.4736736092984604,-0.4888542575852486,-0.4948127623039481,-0.5859541426526597
1,-1.5661069258891576,1.5379754064249083,-1.3555735383351195,0.4231294704434448,0.4327933656785018,-0.4736736092984604,0.4207302360686478,0.9602307070452852,-0.5859541426526597
0,0.8273772438659699,-0.7972939990362256,0.7376951317802901,0.4231294704434448,-0.47454519624983954,-0.4736736092984604,-0.4863374216869257,-0.4948127623039481,-0.5859541426526597
0,0.8273772438659699,-0.7972939990362256,0.7376951317802901,0.04599514941511215,-0.47454519624983954,-0.4736736092984604,-0.47811642890864375,-0.4948127623039481,0.6781745283001727
0,-1.5661069258891576,-0.7972939990362256,0.7376951317802901,1.8562398903511088,-0.47454519624983954,-0.4736736092984604,0.395813560675251,2.4152741763945182,-0.5859541426526597
0,0.8273772438659699,0.6038676442404547,0.7376951317802901,-2.0659570483435505,2.2474704895351842,0.7676298785983874,-0.22408312108167944,-0.4948127623039481,-0.5859541426526597
1,0.8273772438659699,1.5379754064249083,-1.3555735383351195,-0.18028544320188744,-0.47454519624983954,2.0089333664952354,-0.4242561406845337,-0.4948127623039481,-0.5859541426526597
1,-0.3693648410115938,1.5379754064249083,-1.3555735383351195,-1.1608346778755523,0.4327933656785018,-0.4736736092984604,-0.04295550208861426,-0.4948127623039481,1.942303199253005
1,0.8273772438659699,1.0709215253326814,-1.3555735383351195,-1.9151033199322176,0.4327933656785018,0.7676298785983874,-0.312172377522981,0.4752162172622075,-0.5859541426526597
1,-1.5661069258891576,1.0709215253326814,-1.3555735383351195,2.157947347173775,-0.47454519624983954,-0.4736736092984604,-0.11384570873513637,0.9602307070452852,-0.5859541426526597
0,0.8273772438659699,-0.7972939990362256,0.7376951317802901,-0.7082734926415531,-0.47454519624983954,-0.4736736092984604,-0.4863374216869257,-0.4948127623039481,-0.5859541426526597
0,0.8273772438659699,-0.7972939990362256,0.7376951317802901,0.7248369272661109,0.4327933656785018,5.73284383018578,-0.01870931177853076,-0.4948127623039481,-0.5859541426526597
0,0.8273772438659699,1.0709215253326814,-1.3555735383351195,-1.1608346778755523,-0.47454519624983954,-0.4736736092984604,-0.4902797934380587,-0.4948127623039481,-0.5859541426526597
1,-0.3693648410115938,1.5379754064249083,-1.3555735383351195,1.9316667545567754,-0.47454519624983954,-0.4736736092984604,-0.3262666585535892,-0.4948127623039481,-0.5859541426526597
0,0.8273772438659699,0.6038676442404547,0.7376951317802901,-2.0659570483435505,3.1548090514635256,0.7676298785983874,-0.06199888922968463,-0.4948127623039481,0.6781745283001727
1,-0.3693648410115938,-0.7972939990362256,0.7376951317802901,0.04599514941511215,-0.47454519624983954,-0.4736736092984604,-0.3866707201133388,-0.4948127623039481,-0.5859541426526597
0,0.8273772438659699,1.5379754064249083,-1.3555735383351195,0.12142201362077867,0.4327933656785018,-0.4736736092984604,-0.2859972841804228,-0.4948127623039481,-0.5859541426526597
1,0.8273772438659699,1.5379754064249083,-1.3555735383351195,0.4231294704434448,-0.47454519624983954,-0.4736736092984604,-0.5029485386158568,-0.4948127623039481,1.942303199253005
0,-0.3693648410115938,-0.7972939990362256,0.7376951317802901,0.4231294704434448,-0.47454519624983954,-0.4736736092984604,-0.12491978668775715,-0.4948127623039481,-0.5859541426526597
1,-0.3693648410115938,-0.7972939990362256,0.7376951317802901,0.34770260623777827,-0.47454519624983954,-0.4736736092984604,-0.3866707201133388,2.900288666177596,-0.5859541426526597
1,0.8273772438659699,1.0709215253326814,-1.3555735383351195,-1.0854078136698857,-0.47454519624983954,-0.4736736092984604,-0.4867562231804066,-0.4948127623039481,0.6781745283001727
1,-1.5661069258891576,-0.7972939990362256,0.7376951317802901,-0.1048585789962209,-0.47454519624983954,-0.4736736092984604,0.06635974158478332,-0.009798272520870321,-0.5859541426526597
0,0.8273772438659699,1.0709215253326814,-1.3555735383351195,-1.6133958631095515,2.2474704895351842,0.7676298785983874,-0.22408312108167944,-0.4948127623039481,-0.5859541426526597
1,0.8273772438659699,1.5379754064249083,-1.3555735383351195,0.6494100630604444,0.4327933656785018,5.73284383018578,-0.016444159470040135,-0.4948127623039481,-0.5859541426526597
0,0.8273772438659699,-0.7972939990362256,0.7376951317802901,0.04599514941511215,-0.47454519624983954,-0.4736736092984604,-0.5029485386158568,-0.4948127623039481,1.942303199253005
0,-1.5661069258891576,-0.7972939990362256,0.7376951317802901,-0.7837003568472196,2.2474704895351842,2.0089333664952354,4.647001076532463,0.9602307070452852,-0.5859541426526597
1,0.8273772438659699,1.0709215253326814,-1.3555735383351195,-0.6328466284358866,-0.47454519624983954,-0.4736736092984604,-0.48977642625839407,-0.4948127623039481,0.6781745283001727
0,0.8273772438659699,-0.7972939990362256,0.7376951317802901,0.04599514941511215,-0.47454519624983954,-0.4736736092984604,-0.4894421904510968,-0.4948127623039481,-0.5859541426526597
0,-1.5661069258891576,-1.2643478801284522,0.7376951317802901,0.8002637914717774,-0.47454519624983954,-0.4736736092984604,-0.09027201697708476,-0.4948127623039481,1.942303199253005
1,-1.5661069258891576,1.5379754064249083,-1.3555735383351195,0.4231294704434448,0.4327933656785018,-0.4736736092984604,2.301728820789,1.9302596866114408,1.942303199253005
1,0.8273772438659699,1.0709215253326814,-1.3555735383351195,-0.6328466284358866,-0.47454519624983954,-0.4736736092984604,-0.49237782784290063,-0.4948127623039481,0.6781745283001727
0,-0.3693648410115938,-0.7972939990362256,0.7376951317802901,2.7613622608191073,-0.47454519624983954,-0.4736736092984604,-0.43700743807979686,-0.4948127623039481,-0.5859541426526597
